ISCO08,ISCO08-label-E,major,submajor,minor,unit
8170,'Wood processing and papermaking plant operators',8000,8100,8170,8170
8171,'Pulp and papermaking plant operators',8000,8100,8170,8171
8172,'Wood processing plant operators',8000,8100,8170,8172
8180,'Other stationary plant and machine operators',8000,8100,8180,8180
8181,'Glass and ceramics plant operators',8000,8100,8180,8181
8182,'Steam engine and boiler operators',8000,8100,8180,8182
8183,"'Packing, bottling and labelling machine operators'",8000,8100,8180,8183
8189,'Stationary plant and machine operators not elsewhere classified',8000,8100,8180,8189
8200,'Assemblers',8000,8200,8200,8200
8210,'Assemblers',8000,8200,8210,8210
8211,'Mechanical machinery assemblers',8000,8200,8210,8211
8212,'Electrical and electronic equipment assemblers',8000,8200,8210,8212
8219,'Assemblers not elsewhere classified',8000,8200,8210,8219
8300,'Drivers and mobile plant operators',8000,8300,8300,8300
8310,'Locomotive engine drivers and related workers',8000,8300,8310,8310
8311,'Locomotive engine drivers',8000,8300,8310,8311
8312,"'Railway brake, signal and switch operators'",8000,8300,8310,8312
8320,"'Car, van and motorcycle drivers'",8000,8300,8320,8320
8321,'Motorcycle drivers',8000,8300,8320,8321
8322,"'Car, taxi and van drivers'",8000,8300,8320,8322
8330,'Heavy truck and bus drivers',8000,8300,8330,8330
8331,'Bus and tram drivers',8000,8300,8330,8331
8332,'Heavy truck and lorry drivers',8000,8300,8330,8332
8340,'Mobile plant operators',8000,8300,8340,8340
8341,'Mobile farm and forestry plant operators',8000,8300,8340,8341
8342,'Earthmoving and related plant operators',8000,8300,8340,8342
8343,"'Crane, hoist and related plant operators'",8000,8300,8340,8343
8344,'Lifting truck operators',8000,8300,8340,8344
8350,'Ships’ deck crews and related workers',8000,8300,8350,8350
9000,'Elementary occupations',9000,9000,9000,9000
9100,'Cleaners and helpers',9000,9100,9100,9100
9110,"'Domestic, hotel and office cleaners and helpers'",9000,9100,9110,9110
9111,'Domestic cleaners and helpers',9000,9100,9110,9111
9112,"'Cleaners and helpers in offices, hotels and other establishments'",9000,9100,9110,9112
9120,"'Vehicle, window, laundry and other hand cleaning workers'",9000,9100,9120,9120
9121,'Hand launderers and pressers',9000,9100,9120,9121
9122,'Vehicle cleaners',9000,9100,9120,9122
9123,'Window cleaners',9000,9100,9120,9123
9129,'Other cleaning workers',9000,9100,9120,9129
9200,"'Agricultural, forestry and fishery labourers'",9000,9200,9200,9200
9210,"'Agricultural, forestry and fishery labourers'",9000,9200,9210,9210
9211,'Crop farm labourers',9000,9200,9210,9211
9212,'Livestock farm labourers',9000,9200,9210,9212
9213,'Mixed crop and livestock farm labourers',9000,9200,9210,9213
9214,'Garden and horticultural labourers',9000,9200,9210,9214
9215,'Forestry labourers',9000,9200,9210,9215
9216,'Fishery and aquaculture labourers',9000,9200,9210,9216
9300,"'Labourers in mining, construction, manufacturing and transport'",9000,9300,9300,9300
9310,'Mining and construction labourers',9000,9300,9310,9310
9311,'Mining and quarrying labourers',9000,9300,9310,9311
9312,'Civil engineering labourers',9000,9300,9310,9312
9313,'Building construction labourers',9000,9300,9310,9313
9320,'Manufacturing labourers',9000,9300,9320,9320
9321,'Hand packers',9000,9300,9320,9321
9329,'Manufacturing labourers not elsewhere classified',9000,9300,9320,9329
9330,'Transport and storage labourers',9000,9300,9330,9330
9331,'Hand and pedal vehicle drivers',9000,9300,9330,9331
9332,'Drivers of animal-drawn vehicles and machinery',9000,9300,9330,9332
9333,'Freight handlers',9000,9300,9330,9333
9334,'Shelf fillers',9000,9300,9330,9334
9400,'Food preparation assistants',9000,9400,9400,9400
9410,'Food preparation assistants',9000,9400,9410,9410
9411,'Fast food preparers',9000,9400,9410,9411
9412,'Kitchen helpers',9000,9400,9410,9412
9500,'Street and related sales and services workers',9000,9500,9500,9500
9510,'Street and related services workers',9000,9500,9510,9510
9520,'Street vendors (excluding food)',9000,9500,9520,9520
9600,'Refuse workers and other elementary workers',9000,9600,9600,9600
9610,'Refuse workers',9000,9600,9610,9610
9611,'Garbage and recycling collectors',9000,9600,9610,9611
9612,'Refuse sorters',9000,9600,9610,9612
9613,'Sweepers and related labourers',9000,9600,9610,9613
9620,'Other elementary workers',9000,9600,9620,9620
9621,"'Messengers, package deliverers and luggage porters'",9000,9600,9620,9621
9622,'Odd-job persons',9000,9600,9620,9622
9623,'Meter readers and vending-machine collectors',9000,9600,9620,9623
9624,'Water and firewood collectors',9000,9600,9620,9624
9629,'Elementary workers not elsewhere classified',9000,9600,9620,9629
0000,'Armed forces occupations',0000,0000,0000,0000
0100,'Commissioned armed forces officers',0000,0100,0100,0100
0110,'Commissioned armed forces officers',0000,0100,0110,0110
0200,'Non-commissioned armed forces officers',0000,0200,0200,0200
0210,'Non-commissioned armed forces officers',0000,0200,0210,0210
0300,"'Armed forces occupations, other ranks'",0000,0300,0300,0300
0310,"'Armed forces occupations, other ranks'",0000,0300,0310,0310
